"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ESP","CPI","TOT","IDX2015","A","2002",76.10644,
"ESP","CPI","TOT","IDX2015","A","2003",78.41949,
"ESP","CPI","TOT","IDX2015","A","2004",80.80282,
"ESP","CPI","TOT","IDX2015","A","2005",83.52463,
"ESP","CPI","TOT","IDX2015","A","2006",86.46083,
"ESP","CPI","TOT","IDX2015","A","2007",88.87052,
"ESP","CPI","TOT","IDX2015","A","2008",92.49258,
"ESP","CPI","TOT","IDX2015","A","2009",92.2262,
"ESP","CPI","TOT","IDX2015","A","2010",93.88617,
"ESP","CPI","TOT","IDX2015","A","2011",96.8869,
"ESP","CPI","TOT","IDX2015","A","2012",99.25676,
"ESP","CPI","TOT","IDX2015","A","2013",100.6548,
"ESP","CPI","TOT","IDX2015","A","2014",100.503,
"ESP","CPI","TOT","IDX2015","A","2015",100,
"ESP","CPI","TOT","IDX2015","A","2016",99.79733,
"SWE","CPI","TOT","IDX2015","A","1955",7.410897,
"SWE","CPI","TOT","IDX2015","A","1956",7.777129,
"SWE","CPI","TOT","IDX2015","A","1957",8.113137,
"SWE","CPI","TOT","IDX2015","A","1958",8.469589,
"SWE","CPI","TOT","IDX2015","A","1959",8.537676,
"SWE","CPI","TOT","IDX2015","A","1960",8.891288,
"SWE","CPI","TOT","IDX2015","A","1961",9.083159,
"SWE","CPI","TOT","IDX2015","A","1962",9.516081,
"SWE","CPI","TOT","IDX2015","A","1963",9.789358,
"SWE","CPI","TOT","IDX2015","A","1964",10.12099,
"SWE","CPI","TOT","IDX2015","A","1965",10.62833,
"SWE","CPI","TOT","IDX2015","A","1966",11.30905,
"SWE","CPI","TOT","IDX2015","A","1967",11.79414,
"SWE","CPI","TOT","IDX2015","A","1968",12.02331,
"SWE","CPI","TOT","IDX2015","A","1969",12.34698,
"SWE","CPI","TOT","IDX2015","A","1970",13.21329,
"SWE","CPI","TOT","IDX2015","A","1971",14.19048,
"SWE","CPI","TOT","IDX2015","A","1972",15.04296,
"SWE","CPI","TOT","IDX2015","A","1973",16.05354,
"SWE","CPI","TOT","IDX2015","A","1974",17.64473,
"SWE","CPI","TOT","IDX2015","A","1975",19.37036,
"SWE","CPI","TOT","IDX2015","A","1976",21.35567,
"SWE","CPI","TOT","IDX2015","A","1977",23.79914,
"SWE","CPI","TOT","IDX2015","A","1978",26.17793,
"SWE","CPI","TOT","IDX2015","A","1979",28.0653,
"SWE","CPI","TOT","IDX2015","A","1980",31.91203,
"SWE","CPI","TOT","IDX2015","A","1981",35.77464,
"SWE","CPI","TOT","IDX2015","A","1982",38.84739,
"SWE","CPI","TOT","IDX2015","A","1983",42.29432,
"SWE","CPI","TOT","IDX2015","A","1984",45.69658,
"SWE","CPI","TOT","IDX2015","A","1985",49.0656,
"SWE","CPI","TOT","IDX2015","A","1986",51.14397,
"SWE","CPI","TOT","IDX2015","A","1987",53.28617,
"SWE","CPI","TOT","IDX2015","A","1988",56.39004,
"SWE","CPI","TOT","IDX2015","A","1989",60.0234,
"SWE","CPI","TOT","IDX2015","A","1990",66.24576,
"SWE","CPI","TOT","IDX2015","A","1991",72.50243,
"SWE","CPI","TOT","IDX2015","A","1992",74.2239,
"SWE","CPI","TOT","IDX2015","A","1993",77.73334,
"SWE","CPI","TOT","IDX2015","A","1994",79.41093,
"SWE","CPI","TOT","IDX2015","A","1995",81.36058,
"SWE","CPI","TOT","IDX2015","A","1996",81.79434,
"SWE","CPI","TOT","IDX2015","A","1997",82.33289,
"SWE","CPI","TOT","IDX2015","A","1998",82.11295,
"SWE","CPI","TOT","IDX2015","A","1999",82.49245,
"SWE","CPI","TOT","IDX2015","A","2000",83.23418,
"SWE","CPI","TOT","IDX2015","A","2001",85.23676,
"SWE","CPI","TOT","IDX2015","A","2002",87.07658,
"SWE","CPI","TOT","IDX2015","A","2003",88.75337,
"SWE","CPI","TOT","IDX2015","A","2004",89.08501,
"SWE","CPI","TOT","IDX2015","A","2005",89.48872,
"SWE","CPI","TOT","IDX2015","A","2006",90.70596,
"SWE","CPI","TOT","IDX2015","A","2007",92.71252,
"SWE","CPI","TOT","IDX2015","A","2008",95.8991,
"SWE","CPI","TOT","IDX2015","A","2009",95.42492,
"SWE","CPI","TOT","IDX2015","A","2010",96.52992,
"SWE","CPI","TOT","IDX2015","A","2011",99.38832,
"SWE","CPI","TOT","IDX2015","A","2012",100.2713,
"SWE","CPI","TOT","IDX2015","A","2013",100.2269,
"SWE","CPI","TOT","IDX2015","A","2014",100.0468,
"SWE","CPI","TOT","IDX2015","A","2015",100,
"SWE","CPI","TOT","IDX2015","A","2016",100.9843,
"CHE","CPI","TOT","IDX2015","A","1955",23.05194,
"CHE","CPI","TOT","IDX2015","A","1956",23.40031,
"CHE","CPI","TOT","IDX2015","A","1957",23.85998,
"CHE","CPI","TOT","IDX2015","A","1958",24.29939,
"CHE","CPI","TOT","IDX2015","A","1959",24.14155,
"CHE","CPI","TOT","IDX2015","A","1960",24.4889,
"CHE","CPI","TOT","IDX2015","A","1961",24.94082,
"CHE","CPI","TOT","IDX2015","A","1962",26.01727,
"CHE","CPI","TOT","IDX2015","A","1963",26.91232,
"CHE","CPI","TOT","IDX2015","A","1964",27.74136,
"CHE","CPI","TOT","IDX2015","A","1965",28.68859,
"CHE","CPI","TOT","IDX2015","A","1966",30.05875,
"CHE","CPI","TOT","IDX2015","A","1967",31.26266,
"CHE","CPI","TOT","IDX2015","A","1968",32.01166,
"CHE","CPI","TOT","IDX2015","A","1969",32.80844,
"CHE","CPI","TOT","IDX2015","A","1970",33.99479,
"CHE","CPI","TOT","IDX2015","A","1971",36.22934,
"CHE","CPI","TOT","IDX2015","A","1972",38.64222,
"CHE","CPI","TOT","IDX2015","A","1973",42.02522,
"CHE","CPI","TOT","IDX2015","A","1974",46.12999,
"CHE","CPI","TOT","IDX2015","A","1975",49.21913,
"CHE","CPI","TOT","IDX2015","A","1976",50.06347,
"CHE","CPI","TOT","IDX2015","A","1977",50.7123,
"CHE","CPI","TOT","IDX2015","A","1978",51.23402,
"CHE","CPI","TOT","IDX2015","A","1979",53.10285,
"CHE","CPI","TOT","IDX2015","A","1980",55.23891,
"CHE","CPI","TOT","IDX2015","A","1981",58.82409,
"CHE","CPI","TOT","IDX2015","A","1982",62.15065,
"CHE","CPI","TOT","IDX2015","A","1983",63.98399,
"CHE","CPI","TOT","IDX2015","A","1984",65.85964,
"CHE","CPI","TOT","IDX2015","A","1985",68.12218,
"CHE","CPI","TOT","IDX2015","A","1986",68.6333,
"CHE","CPI","TOT","IDX2015","A","1987",69.62185,
"CHE","CPI","TOT","IDX2015","A","1988",70.92549,
"CHE","CPI","TOT","IDX2015","A","1989",73.16339,
"CHE","CPI","TOT","IDX2015","A","1990",77.11711,
"CHE","CPI","TOT","IDX2015","A","1991",81.63586,
"CHE","CPI","TOT","IDX2015","A","1992",84.9315,
"CHE","CPI","TOT","IDX2015","A","1993",87.72798,
"CHE","CPI","TOT","IDX2015","A","1994",88.47555,
"CHE","CPI","TOT","IDX2015","A","1995",90.06793,
"CHE","CPI","TOT","IDX2015","A","1996",90.79897,
"CHE","CPI","TOT","IDX2015","A","1997",91.27132,
"CHE","CPI","TOT","IDX2015","A","1998",91.2877,
"CHE","CPI","TOT","IDX2015","A","1999",92.0239,
"CHE","CPI","TOT","IDX2015","A","2000",93.4581,
"CHE","CPI","TOT","IDX2015","A","2001",94.38242,
"CHE","CPI","TOT","IDX2015","A","2002",94.98902,
"CHE","CPI","TOT","IDX2015","A","2003",95.59534,
"CHE","CPI","TOT","IDX2015","A","2004",96.36285,
"CHE","CPI","TOT","IDX2015","A","2005",97.49218,
"CHE","CPI","TOT","IDX2015","A","2006",98.52513,
"CHE","CPI","TOT","IDX2015","A","2007",99.24667,
"CHE","CPI","TOT","IDX2015","A","2008",101.6544,
"CHE","CPI","TOT","IDX2015","A","2009",101.166,
"CHE","CPI","TOT","IDX2015","A","2010",101.8623,
"CHE","CPI","TOT","IDX2015","A","2011",102.0979,
"CHE","CPI","TOT","IDX2015","A","2012",101.3909,
"CHE","CPI","TOT","IDX2015","A","2013",101.1705,
"CHE","CPI","TOT","IDX2015","A","2014",101.1571,
"CHE","CPI","TOT","IDX2015","A","2015",100,
"CHE","CPI","TOT","IDX2015","A","2016",99.56539,
"TUR","CPI","TOT","IDX2015","A","1955",0.00001920915,
"TUR","CPI","TOT","IDX2015","A","1956",0.00002199758,
"TUR","CPI","TOT","IDX2015","A","1957",0.000024557,
"TUR","CPI","TOT","IDX2015","A","1958",0.00002760137,
"TUR","CPI","TOT","IDX2015","A","1959",0.00003495635,
"TUR","CPI","TOT","IDX2015","A","1960",0.00003693653,
"TUR","CPI","TOT","IDX2015","A","1961",0.00003810848,
"TUR","CPI","TOT","IDX2015","A","1962",0.00003959025,
"TUR","CPI","TOT","IDX2015","A","1963",0.00004210926,
"TUR","CPI","TOT","IDX2015","A","1964",0.00004258073,
"TUR","CPI","TOT","IDX2015","A","1965",0.00004452051,
"TUR","CPI","TOT","IDX2015","A","1966",0.00004829229,
"TUR","CPI","TOT","IDX2015","A","1967",0.00005504109,
"TUR","CPI","TOT","IDX2015","A","1968",0.00005836901,
"TUR","CPI","TOT","IDX2015","A","1969",0.00006124321,
"TUR","CPI","TOT","IDX2015","A","1970",0.00006609609,
"TUR","CPI","TOT","IDX2015","A","1971",0.00007866188,
"TUR","CPI","TOT","IDX2015","A","1972",0.00009078876,
"TUR","CPI","TOT","IDX2015","A","1973",0.000103443,
"TUR","CPI","TOT","IDX2015","A","1974",0.000128164,
"TUR","CPI","TOT","IDX2015","A","1975",0.0001553699,
"TUR","CPI","TOT","IDX2015","A","1976",0.0001824908,
"TUR","CPI","TOT","IDX2015","A","1977",0.0002299116,
"TUR","CPI","TOT","IDX2015","A","1978",0.0003722201,
"TUR","CPI","TOT","IDX2015","A","1979",0.0006087403,
"TUR","CPI","TOT","IDX2015","A","1980",0.001182544,
"TUR","CPI","TOT","IDX2015","A","1981",0.001627355,
"TUR","CPI","TOT","IDX2015","A","1982",0.002101526,
"TUR","CPI","TOT","IDX2015","A","1983",0.002761201,
"TUR","CPI","TOT","IDX2015","A","1984",0.004097411,
"TUR","CPI","TOT","IDX2015","A","1985",0.005939677,
"TUR","CPI","TOT","IDX2015","A","1986",0.007995404,
"TUR","CPI","TOT","IDX2015","A","1987",0.01110209,
"TUR","CPI","TOT","IDX2015","A","1988",0.01874139,
"TUR","CPI","TOT","IDX2015","A","1989",0.03059955,
"TUR","CPI","TOT","IDX2015","A","1990",0.04905226,
"TUR","CPI","TOT","IDX2015","A","1991",0.08141624,
"TUR","CPI","TOT","IDX2015","A","1992",0.1384696,
"TUR","CPI","TOT","IDX2015","A","1993",0.2299894,
"TUR","CPI","TOT","IDX2015","A","1994",0.4719728,
"TUR","CPI","TOT","IDX2015","A","1995",0.8925634,
"TUR","CPI","TOT","IDX2015","A","1996",1.610293,
"TUR","CPI","TOT","IDX2015","A","1997",2.98982,
"TUR","CPI","TOT","IDX2015","A","1998",5.520444,
"TUR","CPI","TOT","IDX2015","A","1999",9.101418,
"TUR","CPI","TOT","IDX2015","A","2000",14.0995,
"TUR","CPI","TOT","IDX2015","A","2001",21.76965,
"TUR","CPI","TOT","IDX2015","A","2002",31.55818,
"TUR","CPI","TOT","IDX2015","A","2003",38.37551,
"TUR","CPI","TOT","IDX2015","A","2004",41.67514,
"TUR","CPI","TOT","IDX2015","A","2005",45.08382,
"TUR","CPI","TOT","IDX2015","A","2006",49.41062,
"TUR","CPI","TOT","IDX2015","A","2007",53.7371,
"TUR","CPI","TOT","IDX2015","A","2008",59.34948,
"TUR","CPI","TOT","IDX2015","A","2009",63.0594,
"TUR","CPI","TOT","IDX2015","A","2010",68.46135,
"TUR","CPI","TOT","IDX2015","A","2011",72.89208,
"TUR","CPI","TOT","IDX2015","A","2012",79.37334,
"TUR","CPI","TOT","IDX2015","A","2013",85.32085,
"TUR","CPI","TOT","IDX2015","A","2014",92.87565,
"TUR","CPI","TOT","IDX2015","A","2015",100,
"TUR","CPI","TOT","IDX2015","A","2016",107.7751,
"GBR","CPI","TOT","IDX2015","A","1955",4.963509,
"GBR","CPI","TOT","IDX2015","A","1956",5.210714,
"GBR","CPI","TOT","IDX2015","A","1957",5.403058,
"GBR","CPI","TOT","IDX2015","A","1958",5.564762,
"GBR","CPI","TOT","IDX2015","A","1959",5.597103,
"GBR","CPI","TOT","IDX2015","A","1960",5.653274,
"GBR","CPI","TOT","IDX2015","A","1961",5.848171,
"GBR","CPI","TOT","IDX2015","A","1962",6.093589,
"GBR","CPI","TOT","IDX2015","A","1963",6.216591,
"GBR","CPI","TOT","IDX2015","A","1964",6.420594,
"GBR","CPI","TOT","IDX2015","A","1965",6.727098,
"GBR","CPI","TOT","IDX2015","A","1966",6.990102,
"GBR","CPI","TOT","IDX2015","A","1967",7.163605,
"GBR","CPI","TOT","IDX2015","A","1968",7.50011,
"GBR","CPI","TOT","IDX2015","A","1969",7.908616,
"GBR","CPI","TOT","IDX2015","A","1970",8.412123,
"GBR","CPI","TOT","IDX2015","A","1971",9.206635,
"GBR","CPI","TOT","IDX2015","A","1972",9.857644,
"GBR","CPI","TOT","IDX2015","A","1973",10.76416,
"GBR","CPI","TOT","IDX2015","A","1974",12.49116,
"GBR","CPI","TOT","IDX2015","A","1975",15.51493,
"GBR","CPI","TOT","IDX2015","A","1976",18.08413,
"GBR","CPI","TOT","IDX2015","A","1977",20.9487,
"GBR","CPI","TOT","IDX2015","A","1978",22.67972,
"GBR","CPI","TOT","IDX2015","A","1979",25.72363,
"GBR","CPI","TOT","IDX2015","A","1980",30.34512,
"GBR","CPI","TOT","IDX2015","A","1981",33.9491,
"GBR","CPI","TOT","IDX2015","A","1982",36.86834,
"GBR","CPI","TOT","IDX2015","A","1983",38.56771,
"GBR","CPI","TOT","IDX2015","A","1984",40.48094,
"GBR","CPI","TOT","IDX2015","A","1985",42.9387,
"GBR","CPI","TOT","IDX2015","A","1986",44.41047,
"GBR","CPI","TOT","IDX2015","A","1987",46.25303,
"GBR","CPI","TOT","IDX2015","A","1988",48.2,"B"
"GBR","CPI","TOT","IDX2015","A","1989",51,
"GBR","CPI","TOT","IDX2015","A","1990",55.1,
"GBR","CPI","TOT","IDX2015","A","1991",59.2,
"GBR","CPI","TOT","IDX2015","A","1992",61.9,
"GBR","CPI","TOT","IDX2015","A","1993",63.5,
"GBR","CPI","TOT","IDX2015","A","1994",64.9,
"GBR","CPI","TOT","IDX2015","A","1995",66.6,
"GBR","CPI","TOT","IDX2015","A","1996",68.5,
"GBR","CPI","TOT","IDX2015","A","1997",70,
"GBR","CPI","TOT","IDX2015","A","1998",71.3,
"GBR","CPI","TOT","IDX2015","A","1999",72.6,
"GBR","CPI","TOT","IDX2015","A","2000",73.4,
"GBR","CPI","TOT","IDX2015","A","2001",74.6,
"GBR","CPI","TOT","IDX2015","A","2002",75.7,
"GBR","CPI","TOT","IDX2015","A","2003",76.7,
"GBR","CPI","TOT","IDX2015","A","2004",77.8,
"GBR","CPI","TOT","IDX2015","A","2005",79.4,
"GBR","CPI","TOT","IDX2015","A","2006",81.4,
"GBR","CPI","TOT","IDX2015","A","2007",83.3,
"GBR","CPI","TOT","IDX2015","A","2008",86.2,
"GBR","CPI","TOT","IDX2015","A","2009",87.9,
"GBR","CPI","TOT","IDX2015","A","2010",90.1,
"GBR","CPI","TOT","IDX2015","A","2011",93.6,
"GBR","CPI","TOT","IDX2015","A","2012",96,
"GBR","CPI","TOT","IDX2015","A","2013",98.2,
"GBR","CPI","TOT","IDX2015","A","2014",99.6,
"GBR","CPI","TOT","IDX2015","A","2015",100,
"GBR","CPI","TOT","IDX2015","A","2016",101,
"USA","CPI","TOT","IDX2015","A","1955",11.29666,
"USA","CPI","TOT","IDX2015","A","1956",11.46894,
"USA","CPI","TOT","IDX2015","A","1957",11.85217,
"USA","CPI","TOT","IDX2015","A","1958",12.17564,
"USA","CPI","TOT","IDX2015","A","1959",12.2987,
"USA","CPI","TOT","IDX2015","A","1960",12.47801,
"USA","CPI","TOT","IDX2015","A","1961",12.61161,
"USA","CPI","TOT","IDX2015","A","1962",12.7628,
"USA","CPI","TOT","IDX2015","A","1963",12.92101,
"USA","CPI","TOT","IDX2015","A","1964",13.08626,
"USA","CPI","TOT","IDX2015","A","1965",13.2937,
"USA","CPI","TOT","IDX2015","A","1966",13.69452,
"USA","CPI","TOT","IDX2015","A","1967",14.07424,
"USA","CPI","TOT","IDX2015","A","1968",14.67546,
"USA","CPI","TOT","IDX2015","A","1969",15.47709,
"USA","CPI","TOT","IDX2015","A","1970",16.38068,
"USA","CPI","TOT","IDX2015","A","1971",17.08387,
"USA","CPI","TOT","IDX2015","A","1972",17.6429,
"USA","CPI","TOT","IDX2015","A","1973",18.73283,
"USA","CPI","TOT","IDX2015","A","1974",20.80371,
"USA","CPI","TOT","IDX2015","A","1975",22.70583,
"USA","CPI","TOT","IDX2015","A","1976",24.01023,
"USA","CPI","TOT","IDX2015","A","1977",25.5713,
"USA","CPI","TOT","IDX2015","A","1978",27.52264,
"USA","CPI","TOT","IDX2015","A","1979",30.62017,
"USA","CPI","TOT","IDX2015","A","1980",34.76896,
"USA","CPI","TOT","IDX2015","A","1981",38.36223,
"USA","CPI","TOT","IDX2015","A","1982",40.71438,
"USA","CPI","TOT","IDX2015","A","1983",42.0223,
"USA","CPI","TOT","IDX2015","A","1984",43.82949,
"USA","CPI","TOT","IDX2015","A","1985",45.38352,
"USA","CPI","TOT","IDX2015","A","1986",46.24493,
"USA","CPI","TOT","IDX2015","A","1987",47.9396,
"USA","CPI","TOT","IDX2015","A","1988",49.89445,
"USA","CPI","TOT","IDX2015","A","1989",52.30286,
"USA","CPI","TOT","IDX2015","A","1990",55.12614,
"USA","CPI","TOT","IDX2015","A","1991",57.46072,
"USA","CPI","TOT","IDX2015","A","1992",59.2011,
"USA","CPI","TOT","IDX2015","A","1993",60.94851,
"USA","CPI","TOT","IDX2015","A","1994",62.53771,
"USA","CPI","TOT","IDX2015","A","1995",64.29215,
"USA","CPI","TOT","IDX2015","A","1996",66.17669,
"USA","CPI","TOT","IDX2015","A","1997",67.72369,
"USA","CPI","TOT","IDX2015","A","1998",68.77496,
"USA","CPI","TOT","IDX2015","A","1999",70.27977,
"USA","CPI","TOT","IDX2015","A","2000",72.65302,
"USA","CPI","TOT","IDX2015","A","2001",74.70631,
"USA","CPI","TOT","IDX2015","A","2002",75.89118,
"USA","CPI","TOT","IDX2015","A","2003",77.61398,
"USA","CPI","TOT","IDX2015","A","2004",79.69189,
"USA","CPI","TOT","IDX2015","A","2005",82.39564,
"USA","CPI","TOT","IDX2015","A","2006",85.05367,
"USA","CPI","TOT","IDX2015","A","2007",87.47998,
"USA","CPI","TOT","IDX2015","A","2008",90.83842,
"USA","CPI","TOT","IDX2015","A","2009",90.51545,
"USA","CPI","TOT","IDX2015","A","2010",91.99994,
"USA","CPI","TOT","IDX2015","A","2011",94.90424,
"USA","CPI","TOT","IDX2015","A","2012",96.86812,
"USA","CPI","TOT","IDX2015","A","2013",98.28708,
"USA","CPI","TOT","IDX2015","A","2014",99.88152,
"USA","CPI","TOT","IDX2015","A","2015",100,
"USA","CPI","TOT","IDX2015","A","2016",101.2616,
"BRA","CPI","TOT","IDX2015","A","1980",0.0000000002581166,
"BRA","CPI","TOT","IDX2015","A","1981",0.0000000005206858,
"BRA","CPI","TOT","IDX2015","A","1982",0.000000001044201,
"BRA","CPI","TOT","IDX2015","A","1983",0.000000002454159,
"BRA","CPI","TOT","IDX2015","A","1984",0.000000007169139,
"BRA","CPI","TOT","IDX2015","A","1985",0.00000002337067,
"BRA","CPI","TOT","IDX2015","A","1986",0.00000005775891,
"BRA","CPI","TOT","IDX2015","A","1987",0.0000001896434,
"BRA","CPI","TOT","IDX2015","A","1988",0.000001382715,
"BRA","CPI","TOT","IDX2015","A","1989",0.00002116557,
"BRA","CPI","TOT","IDX2015","A","1990",0.0006450701,
"BRA","CPI","TOT","IDX2015","A","1991",0.003436847,
"BRA","CPI","TOT","IDX2015","A","1992",0.03615433,
"BRA","CPI","TOT","IDX2015","A","1993",0.732986,
"BRA","CPI","TOT","IDX2015","A","1994",15.94896,
"BRA","CPI","TOT","IDX2015","A","1995",26.47639,
"BRA","CPI","TOT","IDX2015","A","1996",30.64845,
"BRA","CPI","TOT","IDX2015","A","1997",32.77138,
"BRA","CPI","TOT","IDX2015","A","1998",33.81845,
"BRA","CPI","TOT","IDX2015","A","1999",35.4615,
"BRA","CPI","TOT","IDX2015","A","2000",37.95946,
"BRA","CPI","TOT","IDX2015","A","2001",40.55603,
"BRA","CPI","TOT","IDX2015","A","2002",43.98307,
"BRA","CPI","TOT","IDX2015","A","2003",50.45515,
"BRA","CPI","TOT","IDX2015","A","2004",53.78377,
"BRA","CPI","TOT","IDX2015","A","2005",57.47847,
"BRA","CPI","TOT","IDX2015","A","2006",59.88312,
"BRA","CPI","TOT","IDX2015","A","2007",62.06363,
"BRA","CPI","TOT","IDX2015","A","2008",65.58797,
"BRA","CPI","TOT","IDX2015","A","2009",68.79393,
"BRA","CPI","TOT","IDX2015","A","2010",72.26027,
"BRA","CPI","TOT","IDX2015","A","2011",77.05573,
"BRA","CPI","TOT","IDX2015","A","2012",81.21947,
"BRA","CPI","TOT","IDX2015","A","2013",86.2586,
"BRA","CPI","TOT","IDX2015","A","2014",91.71804,
"BRA","CPI","TOT","IDX2015","A","2015",100,
"BRA","CPI","TOT","IDX2015","A","2016",108.7391,
"CHL","CPI","TOT","IDX2015","A","1970",0.0009499446,
"CHL","CPI","TOT","IDX2015","A","1971",0.00114043,
"CHL","CPI","TOT","IDX2015","A","1972",0.002027635,
"CHL","CPI","TOT","IDX2015","A","1973",0.009181356,
"CHL","CPI","TOT","IDX2015","A","1974",0.0555232,
"CHL","CPI","TOT","IDX2015","A","1975",0.2635882,
"CHL","CPI","TOT","IDX2015","A","1976",0.8221957,
"CHL","CPI","TOT","IDX2015","A","1977",1.578239,
"CHL","CPI","TOT","IDX2015","A","1978",2.210911,
"CHL","CPI","TOT","IDX2015","A","1979",2.949116,
"CHL","CPI","TOT","IDX2015","A","1980",3.985387,
"CHL","CPI","TOT","IDX2015","A","1981",4.769983,
"CHL","CPI","TOT","IDX2015","A","1982",5.244169,
"CHL","CPI","TOT","IDX2015","A","1983",6.673582,
"CHL","CPI","TOT","IDX2015","A","1984",7.998969,
"CHL","CPI","TOT","IDX2015","A","1985",10.45493,
"CHL","CPI","TOT","IDX2015","A","1986",12.49123,
"CHL","CPI","TOT","IDX2015","A","1987",14.97458,
"CHL","CPI","TOT","IDX2015","A","1988",17.1735,
"CHL","CPI","TOT","IDX2015","A","1989",20.0978,
"CHL","CPI","TOT","IDX2015","A","1990",25.33056,
"CHL","CPI","TOT","IDX2015","A","1991",30.84867,
"CHL","CPI","TOT","IDX2015","A","1992",35.60733,
"CHL","CPI","TOT","IDX2015","A","1993",40.13934,
"CHL","CPI","TOT","IDX2015","A","1994",44.73254,
"CHL","CPI","TOT","IDX2015","A","1995",48.4152,
"CHL","CPI","TOT","IDX2015","A","1996",51.97813,
"CHL","CPI","TOT","IDX2015","A","1997",55.1664,
"CHL","CPI","TOT","IDX2015","A","1998",57.98554,
"CHL","CPI","TOT","IDX2015","A","1999",59.92045,
"CHL","CPI","TOT","IDX2015","A","2000",62.22335,
"CHL","CPI","TOT","IDX2015","A","2001",64.44417,
"CHL","CPI","TOT","IDX2015","A","2002",66.04844,
"CHL","CPI","TOT","IDX2015","A","2003",67.90452,
"CHL","CPI","TOT","IDX2015","A","2004",68.62074,
"CHL","CPI","TOT","IDX2015","A","2005",70.71543,
"CHL","CPI","TOT","IDX2015","A","2006",73.11411,
"CHL","CPI","TOT","IDX2015","A","2007",76.33684,
"CHL","CPI","TOT","IDX2015","A","2008",82.99056,
"CHL","CPI","TOT","IDX2015","A","2009",83.28355,
"CHL","CPI","TOT","IDX2015","A","2010",84.45845,
"CHL","CPI","TOT","IDX2015","A","2011",87.28039,
"CHL","CPI","TOT","IDX2015","A","2012",89.9053,
"CHL","CPI","TOT","IDX2015","A","2013",91.51421,
"CHL","CPI","TOT","IDX2015","A","2014",95.83247,
"CHL","CPI","TOT","IDX2015","A","2015",100,
"CHL","CPI","TOT","IDX2015","A","2016",103.7862,
"CHN","CPI","TOT","IDX2015","A","1993",44.41862,
"CHN","CPI","TOT","IDX2015","A","1994",55.19324,
"CHN","CPI","TOT","IDX2015","A","1995",64.46086,
"CHN","CPI","TOT","IDX2015","A","1996",69.81959,
"CHN","CPI","TOT","IDX2015","A","1997",71.76509,
"CHN","CPI","TOT","IDX2015","A","1998",71.21021,
"CHN","CPI","TOT","IDX2015","A","1999",70.21222,
"CHN","CPI","TOT","IDX2015","A","2000",70.45643,
"CHN","CPI","TOT","IDX2015","A","2001",70.9631,
"CHN","CPI","TOT","IDX2015","A","2002",70.44366,
"CHN","CPI","TOT","IDX2015","A","2003",71.23799,
"CHN","CPI","TOT","IDX2015","A","2004",73.96259,
"CHN","CPI","TOT","IDX2015","A","2005",75.27647,
"CHN","CPI","TOT","IDX2015","A","2006",76.5181,
"CHN","CPI","TOT","IDX2015","A","2007",80.2038,
"CHN","CPI","TOT","IDX2015","A","2008",84.95608,
"CHN","CPI","TOT","IDX2015","A","2009",84.33746,
"CHN","CPI","TOT","IDX2015","A","2010",87.01545,
"CHN","CPI","TOT","IDX2015","A","2011",91.8482,
"CHN","CPI","TOT","IDX2015","A","2012",94.25418,
"CHN","CPI","TOT","IDX2015","A","2013",96.72463,
"CHN","CPI","TOT","IDX2015","A","2014",98.58334,
"CHN","CPI","TOT","IDX2015","A","2015",100,
"CHN","CPI","TOT","IDX2015","A","2016",102,
"COL","CPI","TOT","IDX2015","A","1970",0.1373319,
"COL","CPI","TOT","IDX2015","A","1971",0.1538896,
"COL","CPI","TOT","IDX2015","A","1972",0.1723953,
"COL","CPI","TOT","IDX2015","A","1973",0.2113547,
"COL","CPI","TOT","IDX2015","A","1974",0.25908,
"COL","CPI","TOT","IDX2015","A","1975",0.3243369,
"COL","CPI","TOT","IDX2015","A","1976",0.385698,
"COL","CPI","TOT","IDX2015","A","1977",0.517186,
"COL","CPI","TOT","IDX2015","A","1978",0.6077666,
"COL","CPI","TOT","IDX2015","A","1979",0.7548383,
"COL","CPI","TOT","IDX2015","A","1980",0.9554791,
"COL","CPI","TOT","IDX2015","A","1981",1.218455,
"COL","CPI","TOT","IDX2015","A","1982",1.519416,
"COL","CPI","TOT","IDX2015","A","1983",1.815508,
"COL","CPI","TOT","IDX2015","A","1984",2.112573,
"COL","CPI","TOT","IDX2015","A","1985",2.619045,
"COL","CPI","TOT","IDX2015","A","1986",3.112856,
"COL","CPI","TOT","IDX2015","A","1987",3.838474,
"COL","CPI","TOT","IDX2015","A","1988",4.918623,
"COL","CPI","TOT","IDX2015","A","1989",6.190648,
"COL","CPI","TOT","IDX2015","A","1990",7.994468,
"COL","CPI","TOT","IDX2015","A","1991",10.42066,
"COL","CPI","TOT","IDX2015","A","1992",13.23743,
"COL","CPI","TOT","IDX2015","A","1993",16.20808,
"COL","CPI","TOT","IDX2015","A","1994",19.91117,
"COL","CPI","TOT","IDX2015","A","1995",24.07204,
"COL","CPI","TOT","IDX2015","A","1996",29.07832,
"COL","CPI","TOT","IDX2015","A","1997",34.44692,
"COL","CPI","TOT","IDX2015","A","1998",40.88204,
"COL","CPI","TOT","IDX2015","A","1999",45.32731,
"COL","CPI","TOT","IDX2015","A","2000",49.50765,
"COL","CPI","TOT","IDX2015","A","2001",53.45326,
"COL","CPI","TOT","IDX2015","A","2002",56.84858,
